id,userguid,username,name,description,type,range,value,weight,curseId,effectValue,damage,armorSlot,effectOn,effectToPc,effectToPcValue,weaponEffectType,weaponEffectColor,imageId,imageName,imagePath,imageAssetType,imageIsPublic,imageIsActive,soundId,soundName,soundPath,soundAssetType,soundIsPublic,soundIsActive,isPublic,isTwoHanded,uses,createdAt,updatedAt
289,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Decanter of Endless Water,"This stoppered flask sloshes when shaken, as if it contains water. The decanter weighs 2 pounds.",other,1,500,1,,0,0,,,,0,Arcane,#8800cc,844,item-289-decanter-of-endless-water.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-289-decanter-of-endless-water.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:17.165009-05,2026-05-20 11:48:17.165009-05
290,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Deck of Illusions,This box contains a set of parchment cards. A full deck has 34 cards. A deck found as treasure is usually missing 1d20 - 1 cards.,other,1,500,1,,0,0,,,,0,Arcane,#8800cc,845,item-290-deck-of-illusions.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-290-deck-of-illusions.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:17.264147-05,2026-05-20 11:48:17.264147-05
291,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Deck of Many Things,"Usually found in a box or pouch, this deck contains a number of cards made of ivory or vellum. Most (75 percent) of these decks have only thirteen cards, but the rest have twenty-two.",other,1,100000,1,,0,0,,,,0,Arcane,#8800cc,846,item-291-deck-of-many-things.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-291-deck-of-many-things.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:17.400058-05,2026-05-20 11:48:17.400058-05
292,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Defender,You gain a +3 bonus to attack and damage rolls made with this magic weapon.,weapon,1,100000,1,,2,6,,AC,,0,Arcane,#8800cc,34,Rapier,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207963723-d6e31d72-rapier2.png,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:48:17.501146-05,2026-05-21 17:41:48.643625-05
293,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Demon Armor,"While wearing this armor, you gain a +1 bonus to AC, and you can understand and speak Abyssal. In addition, the armor's clawed gauntlets turn unarmed strikes with your hands into magic weapons that deal slashing damage, with a +1 bonus to attack rolls and damage rolls and a damage die of 1d8.",armor,1,50000,1,,1,0,Body,AC,,0,Arcane,#8800cc,18,Shield,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1775749744062-3957c9cd-shield-one.jpg,Item-Armor,true,true,,,,,,,false,false,,2026-05-20 11:48:17.632396-05,2026-05-21 17:41:48.644162-05
87,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Dice Set,"This item encompasses a wide range of game pieces, including dice and decks of cards (for games such as Three-Dragon Ante). A few common examples appear on the Tools table, but other kinds of gaming sets exist. If you are proficient with a gaming set, you can add your proficiency bonus to ability checks you make to play a game with that set. Each type of gaming set requires a separate proficiency.",other,1,1,0,,0,0,,,,0,Blood,#cc0000,728,item-87-dice-set.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-87-dice-set.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:19.790971-05,2026-05-20 11:04:19.790971-05
294,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Dimensional Shackles,"You can use an action to place these shackles on an incapacitated creature. The shackles adjust to fit a creature of Small to Large size. In addition to serving as mundane manacles, the shackles prevent a creature bound by them from using any method of extradimensional movement, including teleportation or travel to a different plane of existence. They don't prevent the creature from passing through an interdimensional portal.",other,1,5000,1,,0,0,,,,0,Arcane,#8800cc,847,item-294-dimensional-shackles.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-294-dimensional-shackles.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:17.710693-05,2026-05-20 11:48:17.710693-05
88,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Diplomat's Pack,Adventuring Gear.,other,1,39,0,,0,0,,,,0,Blood,#cc0000,729,item-88-diplomat-s-pack.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-88-diplomat-s-pack.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:19.898587-05,2026-05-20 11:04:19.898587-05
89,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Disguise Kit,"This pouch of cosmetics, hair dye, and small props lets you create disguises that change your physical appearance. Proficiency with this kit lets you add your proficiency bonus to any ability checks you make to create a visual disguise.",other,1,25,3,,0,0,,,,0,Blood,#cc0000,730,item-89-disguise-kit.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-89-disguise-kit.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:19.985308-05,2026-05-20 11:04:19.985308-05
305,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Dragon Slayer,You gain a +1 bonus to attack and damage rolls made with this magic weapon.,weapon,1,5000,1,,0,4,,,,0,Arcane,#8800cc,23,Long Bow,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207099926-b1bfb215-longbow1.png,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:48:19.135696-05,2026-05-21 17:41:48.648977-05
90,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Drum,"Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.",other,1,6,3,,0,0,,,,0,Blood,#cc0000,731,item-90-drum.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-90-drum.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:20.252301-05,2026-05-20 11:04:20.252301-05
91,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Dulcimer,"Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.",other,1,25,10,,0,0,,,,0,Blood,#cc0000,732,item-91-dulcimer.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-91-dulcimer.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:20.654198-05,2026-05-20 11:04:20.654198-05
92,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Dungeoneer's Pack,Adventuring Gear.,other,1,12,0,,0,0,,,,0,Blood,#cc0000,733,item-92-dungeoneer-s-pack.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-92-dungeoneer-s-pack.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:20.746785-05,2026-05-20 11:04:20.746785-05
306,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Dust of Disappearance,"Found in a small packet, this powder resembles very fine sand. There is enough of it for one use. When you use an action to throw the dust into the air, you and each creature and object within 10 feet of you become invisible for 2d4 minutes. The duration is the same for all subjects, and the dust is consumed when its magic takes effect. If a creature affected by the dust attacks or casts a spell, the invisibility ends for that creature.",other,1,500,1,,0,0,,,,0,Arcane,#8800cc,848,item-306-dust-of-disappearance.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-306-dust-of-disappearance.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:19.215877-05,2026-05-20 11:48:19.215877-05
307,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Dust of Dryness,"This small packet contains 1d6 + 4 pinches of dust. You can use an action to sprinkle a pinch of it over water. The dust turns a cube of water 15 feet on a side into one marble-sized pellet, which floats or rests near where the dust was sprinkled. The pellet's weight is negligible.",other,1,500,1,,0,0,,,,0,Arcane,#8800cc,849,item-307-dust-of-dryness.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-307-dust-of-dryness.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:19.29097-05,2026-05-20 11:48:19.29097-05
308,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Dust of Sneezing and Choking,"Found in a small container, this powder resembles very fine sand. It appears to be dust of disappearance, and an identify spell reveals it to be such. There is enough of it for one use.",other,1,500,1,,0,0,,,,0,Arcane,#8800cc,850,item-308-dust-of-sneezing-and-choking.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-308-dust-of-sneezing-and-choking.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:19.370894-05,2026-05-20 11:48:19.370894-05
309,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Dwarven Plate,"While wearing this armor, you gain a +2 bonus to AC. In addition, if an effect moves you against your will along the ground, you can use your reaction to reduce the distance you are moved by up to 10 feet.",armor,1,50000,1,,2,0,Body,AC,,0,Arcane,#8800cc,69,helmet,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1777753269899-c0e84361-helmet.png,Item-Armor,true,true,,,,,,,false,false,,2026-05-20 11:48:19.45802-05,2026-05-21 17:41:48.649485-05
310,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Dwarven Thrower,"You gain a +3 bonus to attack and damage rolls made with this magic weapon. It has the thrown property with a normal range of 20 feet and a long range of 60 feet. When you hit with a ranged attack using this weapon, it deals an extra 1d8 damage or, if the target is a giant, 2d8 damage. Immediately after the attack, the weapon flies back to your hand.",weapon,1,50000,1,,0,6,,,,0,Arcane,#8800cc,29,Battle Axe,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207507209-cbeb1e99-battle-axe1.jpg,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:48:19.538745-05,2026-05-21 17:41:48.650349-05
314,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Earth Elemental Gem,"This yellow diamond contains a mote of elemental energy. When you use an action to break the gem, an earth elemental is summoned as if you had cast the conjure elemental spell, and the gem's magic is lost.",other,1,500,1,,0,0,,,,0,Arcane,#8800cc,49,Blue Magic Stone,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776520054135-ee263bff-blue-magic-stone.jpg,Item-Gem,true,true,,,,,,,false,false,,2026-05-20 11:48:20.048331-05,2026-05-21 17:41:48.651899-05
329,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Ebony Fly Figurine of Wondrous Power,"A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isn't enough space for the creature, the figurine doesn't become a creature.",other,1,5000,1,,0,0,,,,0,Arcane,#8800cc,863,item-329-ebony-fly-figurine-of-wondrous-power.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-329-ebony-fly-figurine-of-wondrous-power.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:21.900182-05,2026-05-20 11:48:21.900182-05
311,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Efficient Quiver,"Each of the quiver's three compartments connects to an extradimensional space that allows the quiver to hold numerous items while never weighing more than 2 pounds. The shortest compartment can hold up to sixty arrows, bolts, or similar objects. The midsize compartment holds up to eighteen javelins or similar objects. The longest compartment holds up to six long objects, such as bows, quarterstaffs, or spears.",other,1,500,1,,0,0,,,,0,Arcane,#8800cc,23,Long Bow,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207099926-b1bfb215-longbow1.png,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:48:19.626356-05,2026-05-21 17:41:48.650939-05
312,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Efreeti Bottle,"This painted brass bottle weighs 1 pound. When you use an action to remove the stopper, a cloud of thick smoke flows out of the bottle. At the end of your turn, the smoke disappears with a flash of harmless fire, and an efreeti appears in an unoccupied space within 30 feet of you.",other,1,50000,1,,0,0,,,,0,Arcane,#8800cc,851,item-312-efreeti-bottle.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-312-efreeti-bottle.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:19.706676-05,2026-05-20 11:48:19.706676-05
317,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Elven Chain,You gain a +1 bonus to AC while you wear this armor. You are considered proficient with this armor even if you lack proficiency with medium armor.,armor,1,5000,1,,1,0,,AC,,0,Arcane,#8800cc,18,Shield,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1775749744062-3957c9cd-shield-one.jpg,Item-Armor,true,true,,,,,,,false,false,,2026-05-20 11:48:20.591921-05,2026-05-21 17:41:48.65362-05
93,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Emblem,"A holy symbol is a representation of a god or pantheon. It might be an amulet depicting a symbol representing a deity, the same symbol carefully engraved or inlaid as an emblem on a shield, or a tiny box holding a fragment of a sacred relic.",other,1,5,0,,0,0,,,,0,Blood,#cc0000,734,item-93-emblem.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-93-emblem.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:20.908969-05,2026-05-20 11:04:20.908969-05
12,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Enchanted Short Sword,A glowing blade forged with arcane power.,weapon,1,25,3,,0,6,,,,0,Blood,#cc0000,31,Enchanted Sword,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207665203-92651828-enchanted-short-sword.jpg,Item-Weapon,true,true,,,,,,,true,false,,2026-04-26 16:03:07.994877-05,2026-04-26 16:03:07.994877-05
94,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Entertainer's Pack,Adventuring Gear.,other,1,40,0,,0,0,,,,0,Blood,#cc0000,735,item-94-entertainer-s-pack.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-94-entertainer-s-pack.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:20.99826-05,2026-05-20 11:04:20.99826-05
318,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Eversmoking Bottle,"Smoke leaks from the lead-stoppered mouth of this brass bottle, which weighs 1 pound. When you use an action to remove the stopper, a cloud of thick smoke pours out in a 60-foot radius from the bottle. The cloud's area is heavily obscured. Each minute the bottle remains open and within the cloud, the radius increases by 10 feet until it reaches its maximum radius of 120 feet.",other,1,500,1,,0,0,,,,0,Arcane,#8800cc,852,item-318-eversmoking-bottle.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-318-eversmoking-bottle.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:20.680991-05,2026-05-20 11:48:20.680991-05
95,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Explorer's Pack,Adventuring Gear.,other,1,10,0,,0,0,,,,0,Blood,#cc0000,736,item-95-explorer-s-pack.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-95-explorer-s-pack.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:21.078758-05,2026-05-20 11:04:21.078758-05
319,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Eyes of Charming,"These crystal lenses fit over the eyes. They have 3 charges. While wearing them, you can expend 1 charge as an action to cast the charm person spell (save DC 13) on a humanoid within 30 feet of you, provided that you and the target can see each other. The lenses regain all expended charges daily at dawn.",other,1,500,1,,0,0,,,,0,Arcane,#8800cc,853,item-319-eyes-of-charming.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-319-eyes-of-charming.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:20.759021-05,2026-05-20 11:48:20.759021-05
320,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Eyes of Minute Seeing,"These crystal lenses fit over the eyes. While wearing them, you can see much better than normal out to a range of 1 foot. You have advantage on Intelligence (Investigation) checks that rely on sight while searching an area or studying an object within that range.",other,1,500,1,,0,0,,,,0,Arcane,#8800cc,854,item-320-eyes-of-minute-seeing.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-320-eyes-of-minute-seeing.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:20.835436-05,2026-05-20 11:48:20.835436-05
321,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Eyes of the Eagle,"These crystal lenses fit over the eyes. While wearing them, you have advantage on Wisdom (Perception) checks that rely on sight. In conditions of clear visibility, you can make out details of even extremely distant creatures and objects as small as 2 feet across.",other,1,500,1,,0,0,,,,0,Arcane,#8800cc,855,item-321-eyes-of-the-eagle.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-321-eyes-of-the-eagle.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:20.943383-05,2026-05-20 11:48:20.943383-05
324,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Fan Feather Token,This tiny object looks like a feather.,other,1,5000,1,,0,0,,,,0,Arcane,#8800cc,858,item-324-fan-feather-token.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-324-fan-feather-token.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:21.347939-05,2026-05-20 11:48:21.347939-05
315,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Fire Elemental Gem,"This red corundum contains a mote of elemental energy. When you use an action to break the gem, a fire elemental is summoned as if you had cast the conjure elemental spell, and the gem's magic is lost.",other,1,500,1,,0,0,,,,0,Arcane,#8800cc,49,Blue Magic Stone,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776520054135-ee263bff-blue-magic-stone.jpg,Item-Gem,true,true,,,,,,,false,false,,2026-05-20 11:48:20.126685-05,2026-05-21 17:41:48.652387-05
96,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Fishing tackle,"This kit includes a wooden rod, silken line, corkwood bobbers, steel hooks, lead sinkers, velvet lures, and narrow netting.",other,1,1,4,,0,0,,,,0,Blood,#cc0000,737,item-96-fishing-tackle.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-96-fishing-tackle.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:21.19492-05,2026-05-20 11:04:21.19492-05
97,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Flail,Martial Melee. Deals 1d8 Bludgeoning damage.,weapon,1,10,2,,0,8,,,,0,Blood,#cc0000,35,Mace,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207993266-cc86220f-mace.png,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:04:21.278044-05,2026-05-21 17:41:48.599903-05
337,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Flame Tongue,"You can use a bonus action to speak this magic sword's command word, causing flames to erupt from the blade. These flames shed bright light in a 40-foot radius and dim light for an additional 40 feet. While the sword is ablaze, it deals an extra 2d6 fire damage to any target it hits. The flames last until you use a bonus action to speak the command word again or until you drop or sheathe the sword.",weapon,1,5000,1,,0,4,,,,0,Arcane,#8800cc,31,Enchanted Sword,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207665203-92651828-enchanted-short-sword.jpg,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:48:22.982787-05,2026-05-21 17:41:48.654202-05
98,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Flask or tankard,Adventuring Gear.,other,1,1,1,,0,0,,,,0,Blood,#cc0000,42,Potion Red,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776211773561-2c014a6f-potions2.jpg,Potion,true,true,,,,,,,false,false,,2026-05-20 11:04:21.357127-05,2026-05-21 17:41:48.600792-05
99,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Flute,"Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.",other,1,2,1,,0,0,,,,0,Blood,#cc0000,738,item-99-flute.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-99-flute.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:21.4484-05,2026-05-20 11:04:21.4484-05
338,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Folding Boat,"This object appears as a wooden box that measures 12 inches long, 6 inches wide, and 6 inches deep. It weighs 4 pounds and floats. It can be opened to store items inside. This item also has three command words, each requiring you to use an action to speak it.",other,1,5000,1,,0,0,,,,0,Arcane,#8800cc,871,item-338-folding-boat.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-338-folding-boat.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:23.062559-05,2026-05-20 11:48:23.062559-05
100,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Forgery Kit,"This small box contains a variety of papers and parchments, pens and inks, seals and sealing wax, gold and silver leaf, and other supplies necessary to create convincing forgeries of physical documents. Proficiency with this kit lets you add your proficiency bonus to any ability checks you make to create a physical forgery of a document.",other,1,15,5,,0,0,,,,0,Blood,#cc0000,739,item-100-forgery-kit.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-100-forgery-kit.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:21.532658-05,2026-05-20 11:04:21.532658-05
339,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Frost Brand,"When you hit with an attack using this magic sword, the target takes an extra 1d6 cold damage. In addition, while you hold the sword, you have resistance to fire damage.",weapon,1,50000,1,,0,6,,,,0,Arcane,#8800cc,31,Enchanted Sword,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207665203-92651828-enchanted-short-sword.jpg,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:48:23.143432-05,2026-05-21 17:41:48.6549-05
340,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Gauntlets of Ogre Power,Your Strength score is 19 while you wear these gauntlets. They have no effect on you if your Strength is already 19 or higher.,other,1,500,1,,0,0,Hands,,,0,Arcane,#8800cc,872,item-340-gauntlets-of-ogre-power.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-340-gauntlets-of-ogre-power.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:23.258852-05,2026-05-20 11:48:23.258852-05
341,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Gem of Brightness,"This prism has 50 charges. While you are holding it, you can use an action to speak one of three command words to cause one of the following effects:",other,1,500,1,,0,0,,,,0,Arcane,#8800cc,72,Blue gem stonr,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1778123738823-bb5e0c69-blue-gem-stonr.png,Item-Gem,true,true,,,,,,,false,false,,2026-05-20 11:48:23.365092-05,2026-05-21 17:41:48.655486-05
342,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Gem of Seeing,"This gem has 3 charges. As an action, you can speak the gem's command word and expend 1 charge. For the next 10 minutes, you have truesight out to 120 feet when you peer through the gem.",other,1,5000,1,,0,0,,,,0,Arcane,#8800cc,72,Blue gem stonr,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1778123738823-bb5e0c69-blue-gem-stonr.png,Item-Gem,true,true,,,,,,,false,false,,2026-05-20 11:48:23.446698-05,2026-05-21 17:41:48.656244-05
343,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Giant Slayer,You gain a +1 bonus to attack and damage rolls made with this magic weapon.,weapon,1,5000,1,,0,4,,,,0,Arcane,#8800cc,24,Short Bow,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207119573-bfb9a32d-shortbow.png,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:48:23.530859-05,2026-05-21 17:41:48.656745-05
101,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Glaive,Martial Melee. Deals 1d10 Slashing damage.,weapon,1,20,6,,0,10,,,,0,Blood,#cc0000,26,Halberd,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207243225-8859b1b7-halberd3.png,Item-Weapon,true,true,,,,,,,false,true,,2026-05-20 11:04:21.694005-05,2026-05-21 17:41:48.601292-05
344,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Glamoured Studded Leather Armor,"While wearing this armor, you gain a +1 bonus to AC. You can also use a bonus action to speak the armor's command word and cause the armor to assume the appearance of a normal set of clothing or some other kind of armor. You decide what it looks like, including color, style, and accessories, but the armor retains its normal bulk and weight. The illusory appearance lasts until you use this property again or remove the armor.",armor,1,5000,1,,1,0,Body,AC,,0,Arcane,#8800cc,37,Leather Armor,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776738578503-c579e826-leatherbrestplate.jpg,Item-Armor,true,true,,,,,,,false,false,,2026-05-20 11:48:23.616143-05,2026-05-21 17:41:48.657253-05
